#	week	day	japanese	pronounciation	translation	1d	2d	6d	12d	30d	100d	Last studied	Correct_Streak
652	10	3	並ぶ	narabu	line up, be parallel	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
653	10	3	運ぶ	hakobu	carry, transport	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
654	10	3	直す	naosu	repair, fix	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
655	10	3	反対	hantai	oppose, object	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
656	10	3	場合	baai	situation, case	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
657	10	3	詳しい	kuwashii	detailed	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
658	10	3	いたずら	itazura	mischief, prank	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
659	10	3	お祝い	oiwai	celebrate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
660	10	3	くし	kushi	comb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
661	10	4	こぼれる	koboreru	spill, overflow	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
662	10	4	伝える	tsutaeru	convey, transmit	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
663	10	4	膝	hiza	knee	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
664	10	4	肘	hiji	elbow	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
665	10	4	枕	makura	pillow	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
666	10	4	建物	tatemono	building, structure	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
667	10	4	道路	douro	road	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
668	10	4	四つ角	yotsukado	intersection	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
669	10	4	曲がり角	magarikado	corner (to turn)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
670	10	4	警察	keisatsu	police	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
671	10	5	空気	kuuki	air, atmosphere	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
674	10	5	クリーニング	kuri-ningu	dry cleaning	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
675	10	5	サービス	sa-bisu	service, on the house	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
676	10	5	グループ	guru-pu	group	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
677	10	5	自宅	jitaku	one’s house, one’s home	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
678	10	5	家庭	katei	home, family	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
679	10	5	期間	kikan	term, period	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
680	10	5	年度	nendo	year, school year	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
681	10	6	経験	keiken	experience, knowledge	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
682	10	6	安全	anzen	safety, security	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
683	10	6	危険	kiken	danger, dangerous	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
684	10	6	注意	chuui	attention, care	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
685	10	6	成功	seikou	success	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
686	10	6	努力	doryoku	endeavor, effort	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
687	10	6	説明	setsumei	explanation, description	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
688	10	6	地震	jishin	earthquake	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
689	10	6	手術	shujutsu	surgical operation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
690	10	6	火傷	yakedo	burn	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
691	10	7	課題	kadai	task, assignment	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
692	10	7	子	ko	young child, kid	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
693	10	7	確認	kakunin	confirmation	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
694	10	7	実際	jissai	reality, actual state	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
695	10	7	国際	kokusai	international (used in compound nouns)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
696	10	7	会議	kaigi	conference, meeting	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
697	10	7	提案	teian	proposition, proposal	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
698	10	7	事務所	jimusho	office, one’s place of business	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
699	10	7	教授	kyouju	professor	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
700	10	7	世紀	seiki	century	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
